"cleaning","crouching","jumping","laying","riding","running","scooter","sitting","sittingTogether","sittingWhileCalling","sittingWhileDrinking","sittingWhileEating","sittingWhileHoldingBabyInArms","sittingWhileTalkingTogether","sittingWhileWatchingPhone","standing","standingTogether","standingWhileCalling","standingWhileDrinking","standingWhileEating","standingWhileHoldingBabyInArms","standingWhileHoldingCart","standingWhileHoldingStroller","standingWhileLookingAtShops","standingWhileTalkingTogether","standingWhileWatchingPhone","walking","walkingTogether","walkingWhileCalling","walkingWhileDrinking","walkingWhileEating","walkingWhileHoldingBabyInArms","walkingWhileHoldingCart","walkingWhileHoldingStroller","walkingWhileLookingAtShops","walkingWhileTalkingTogether","walkingWhileWatchingPhone"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58108,0.02703,0.0,0.0,0.0,0.0,0.0,0.17568,0.06757,0.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00847,0.0,0.0,0.0,0.0,0.0,0.57627,0.11017,0.0,0.0,0.00847,0.0,0.0,0.11017,0.09322,0.00847,0.0,0.0,0.0,0.0,0.0,0.0,0.00847,0.00847,0.0,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00113,0.01812,0.0,0.0,0.0,0.0,0.0,0.3624,0.00906,0.00113,0.0,0.00453,0.0,0.0,0.4145,0.09287,0.01246,0.0,0.0,0.0,0.0,0.0,0.0,0.00227,0.0,0.01133,0.06682,0.00113,0.0,0.0,0.0,0.0,0.00113,0.0,0.0,0.0,0.00113
0.00064,0.00193,0.0,0.0,0.0,0.0,0.0,0.00974,0.00018,0.0,0.0,0.0,0.0,0.0,0.00239,0.41424,0.03169,0.00202,0.0,0.00101,0.00046,0.0,0.00018,0.0622,0.05145,0.02444,0.39283,0.0011,0.00092,0.0,9e-05,0.00073,0.00028,0.0,0.0,0.0,0.00147
0.00035,0.00211,0.0,0.00035,0.0,0.0,0.0,0.00667,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.32058,0.10218,0.00211,0.0,0.0014,0.00035,0.0,0.0,0.09586,0.12395,0.02212,0.31531,0.00281,0.0007,0.0,0.0,0.00105,0.0,0.0,0.0,0.0,0.0014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17622,0.01274,0.28662,0.0,0.02548,0.0,0.0,0.0,0.12739,0.07006,0.09554,0.09554,0.0,0.08917,0.0,0.01062,0.0,0.0,0.0,0.0,0.0,0.00849
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13684,0.10526,0.03158,0.0,0.07368,0.0,0.0,0.0,0.04211,0.10526,0.22105,0.2,0.0,0.01053,0.0,0.03158,0.0,0.0,0.0,0.0,0.0,0.02105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18557,0.13918,0.03608,0.0,0.08247,0.00515,0.0,0.0,0.08247,0.16495,0.17526,0.09794,0.0,0.0,0.0,0.01031,0.0,0.0,0.0,0.0,0.0,0.01031
0.00202,0.00202,0.0,0.0,0.0,0.0,0.0,0.00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996,0.083,0.00202,0.0,0.0,0.01822,0.0,0.0,0.11943,0.13765,0.01619,0.2996,0.00202,0.0,0.0,0.0,0.01215,0.0,0.0,0.0,0.0,0.00405
0.01005,0.0,0.0,0.0,0.0,0.0,0.0,0.01005,0.0,0.0,0.0,0.0,0.0,0.0,0.01005,0.35176,0.03518,0.0,0.0,0.0,0.0,0.0,0.0,0.17085,0.07035,0.1005,0.23618,0.0,0.0,0.0,0.0,0.0,0.00503,0.0,0.0,0.0,0.0
0.0066,0.0297,0.0,0.0,0.0,0.0,0.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28713,0.06601,0.0033,0.0,0.0,0.0,0.0,0.0,0.18482,0.14851,0.0297,0.21452,0.0,0.0033,0.0,0.0,0.0033,0.0066,0.0,0.0,0.0,0.0
0.00026,0.00052,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.00155,0.35095,0.05076,0.00207,0.0,0.0013,0.0,0.0,0.0,0.13727,0.08754,0.03574,0.32142,0.00155,0.0013,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.00155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20734,0.06349,0.00198,0.0,0.00298,0.0,0.0,0.00099,0.20139,0.30258,0.02778,0.17659,0.00496,0.00198,0.0,0.0,0.00198,0.0,0.00099,0.0,0.0,0.00397
0.00058,0.00058,0.0,0.0,0.0,0.0,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,0.00174,0.29036,0.02729,0.00407,0.0,0.00232,0.00058,0.0,0.0,0.08595,0.05343,0.36295,0.14053,0.0,0.00174,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.02381
0.00011,0.00026,0.0,0.0,0.0,0.00045,0.0,0.00178,4e-05,0.0,0.0,0.0,0.0,0.0,0.00011,0.06233,0.00912,0.00026,0.0,8e-05,4e-05,0.0,0.0,0.00802,0.01302,0.00185,0.86267,0.01631,0.00412,4e-05,0.00144,0.00314,0.00079,0.00026,0.0,0.0,0.01374
0.00011,0.00011,0.0,0.0,0.0,0.00099,0.0,0.00242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05985,0.01936,0.00022,0.0,0.00022,0.0,0.0,0.0,0.01078,0.02134,0.00264,0.79327,0.06304,0.00528,0.00011,0.00297,0.00451,0.00077,0.00011,0.0,0.0,0.01188
0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02177,0.00887,0.02177,0.0,0.00403,0.0,0.0,0.0,0.00766,0.01773,0.01008,0.25796,0.01249,0.55542,0.00282,0.02136,0.00846,0.00161,0.0,0.0,0.0,0.04716
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02099,0.01049,0.003,0.0,0.006,0.0,0.0,0.0,0.01649,0.02999,0.01799,0.38231,0.11844,0.04798,0.01799,0.16642,0.01649,0.0,0.0015,0.0,0.0,0.14243
